Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,9.00-20.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,9.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.00-8.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,8.99,,,,,,,,,,,,,,,,,8.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,7.00-7.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.50-4.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,2.50,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00-2.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.20-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.80-1.19,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.50-0.79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.25-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,9.00-20.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,9.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,8.00-8.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.99,,,,,,,,,,,,,,,,,8.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.00-7.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.50-4.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,2.50,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00-2.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.20-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.80-1.19,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.50-0.79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.25-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,9.00-20.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,9.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,8.00-8.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.99,,,,,,,,,,,,,,,,,8.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7.00-7.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.50-4.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,2.50,,
,,,,,,,,,,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00-2.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.20-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.80-1.19,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,
,,,,,MLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.50-0.79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,
